subjectID,first_second_session,combination_of_trials,inserted_position,first_target,second_target,order_of_stimulus,first_event,second_event,third_event,subject,date,subjects'_age,gender,c1,c2,c3,c4,c5,c6,c7,c8,c9,retention_task,age
3,1,1,#9,6,8,9,keyboard harmonica,table tennis,crepe,3,20220711,21,M,0,0,0,0,0,0,0,1,0,2,adults
3,1,1,#9,5,8,10,handbell,corn,basketball,3,20220711,21,M,0,0,0,0,0,0,0,1,0,2,adults
3,1,1,#9,0,7,11,melon soda float,umbrella,,3,20220711,21,M,0,0,0,0,0,0,1,0,0,2,adults
3,1,1,#6,4,8,12,popper,watermelon,trumpet,3,20220711,21,M,0,0,0,0,0,1,0,0,0,1,adults
3,2,1,#9,4,9,1,popper,violin,hamburger,3,20220711,21,M,0,0,0,0,0,0,0,0,1,2,adults
3,2,1,#6,4,9,2,electric guitar,chocolate parfait,umbrella,3,20220711,21,M,0,0,0,1,0,0,0,0,0,1,adults
3,2,1,#6,4,7,3,cymbal,watermelon,tennis,3,20220711,21,M,0,0,0,0,0,1,0,0,0,1,adults
3,2,1,#9,0,9,4,ice cream,tambourine,,3,20220711,21,M,0,0,0,0,0,0,0,0,1,2,adults
3,2,1,#6,5,7,5,meat,handbell,trumpet,3,20220711,21,M,0,0,0,0,0,1,0,0,0,1,adults
3,2,1,#9,5,9,6,table tennis,keyboard harmonica,crepe,3,20220711,21,M,0,0,0,0,1,0,0,0,1,2,adults
3,2,1,#6,6,9,7,cheerleader,orange,saxophone,3,20220711,21,M,0,0,0,0,0,1,0,0,0,1,adults
3,2,1,#9,0,6,8,baseball,melon soda float,,3,20220711,21,M,0,0,0,0,0,1,0,0,0,2,adults
3,2,1,#9,6,7,9,basketball,acoustic guitar,corn,3,20220711,21,M,0,0,0,0,0,1,1,0,0,2,adults
3,2,1,#6,6,8,10,chiffon cake,tuba,cap,3,20220711,21,M,0,0,0,0,0,1,0,0,0,1,adults
3,2,1,#9,0,4,11,balloon,pop corn,,3,20220711,21,M,0,0,0,1,0,0,0,0,0,2,adults
3,2,1,#9,6,9,12,flute,pizza,badminton,3,20220711,21,M,0,0,0,0,0,0,0,0,1,2,adults
4,1,1,#9,5,9,1,table tennis,keyboard harmonica,crepe,4,20220711,21,M,0,0,0,0,0,0,0,0,1,2,adults
4,1,1,#9,6,7,2,basketball,acoustic guitar,corn,4,20220711,21,M,0,0,0,0,0,1,1,0,0,2,adults
4,1,1,#9,6,9,3,flute,pizza,badminton,4,20220711,21,M,0,0,0,0,0,1,0,0,1,2,adults
4,1,1,#6,4,7,4,cymbal,watermelon,tennis,4,20220711,21,M,0,0,0,1,0,0,0,0,0,1,adults
4,1,1,#9,0,6,5,baseball,melon soda float,,4,20220711,21,M,0,0,0,0,0,1,0,0,0,2,adults
4,1,1,#6,6,9,6,cheerleader,orange,saxophone,4,20220711,21,M,0,0,0,0,0,1,0,0,0,1,adults
4,1,1,#9,0,9,7,ice cream,tambourine,,4,20220711,21,M,0,0,0,0,0,0,0,0,1,2,adults
4,1,1,#9,4,9,8,popper,violin,hamburger,4,20220711,21,M,0,0,0,1,0,0,0,0,1,2,adults
4,1,1,#6,6,8,9,chiffon cake,tuba,cap,4,20220711,21,M,0,0,0,0,0,1,0,0,0,1,adults
4,1,1,#9,0,4,10,balloon,pop corn,,4,20220711,21,M,0,0,0,1,0,0,0,0,0,2,adults
4,1,1,#6,4,9,11,electric guitar,chocolate parfait,umbrella,4,20220711,21,M,0,0,0,1,0,0,0,0,0,1,adults
4,1,1,#6,5,7,12,meat,handbell,trumpet,4,20220711,21,M,0,0,0,0,1,0,0,0,0,1,adults
4,2,1,#9,4,7,1,cheerleader,orange,tennis,4,20220711,21,M,0,0,0,1,0,0,1,0,0,2,adults
4,2,1,#6,5,9,2,electric guitar,chocolate parfait,cap,4,20220711,21,M,0,0,0,0,1,0,0,0,0,1,adults
4,2,1,#9,0,8,3,cymbal,hamburger,,4,20220711,21,M,0,0,0,0,0,0,0,1,0,2,adults
4,2,1,#9,6,8,4,keyboard harmonica,table tennis,crepe,4,20220711,21,M,0,0,0,0,0,1,0,1,0,2,adults
4,2,1,#9,0,5,5,pop corn,saxophone,,4,20220711,21,M,0,0,0,0,1,0,0,0,0,2,adults
4,2,1,#6,6,7,6,ice cream,flute,baseball,4,20220711,21,M,0,0,0,0,0,1,0,0,0,1,adults
4,2,1,#6,5,8,7,balloon,violin,meat,4,20220711,21,M,0,0,0,0,1,0,0,0,0,1,adults
4,2,1,#9,4,8,8,pizza,badminton,tambourine,4,20220711,21,M,0,0,0,1,0,0,0,1,0,2,adults
4,2,1,#9,5,8,9,handbell,corn,basketball,4,20220711,21,M,0,0,0,0,1,0,0,1,0,2,adults
4,2,1,#9,0,7,10,melon soda float,umbrella,,4,20220711,21,M,0,0,0,0,0,0,1,0,0,2,adults
4,2,1,#6,4,8,11,popper,watermelon,trumpet,4,20220711,21,M,0,0,0,1,0,0,0,0,0,1,adults
4,2,1,#9,5,7,12,tuba,soccer ball,chiffon cake,4,20220711,21,M,0,0,0,0,1,0,0,1,0,2,adults
5,1,1,#9,0,4,1,balloon,pop corn,,5,20220711,35,F,0,0,0,1,0,0,0,0,0,2,adults
5,1,1,#9,5,9,2,table tennis,keyboard harmonica,crepe,5,20220711,35,F,0,0,0,0,1,0,0,0,1,2,adults
5,1,1,#9,4,9,3,popper,violin,hamburger,5,20220711,35,F,0,0,0,1,0,0,0,0,1,2,adults
5,1,1,#6,4,9,4,electric guitar,chocolate parfait,umbrella,5,20220711,35,F,0,0,0,1,0,0,0,0,1,1,adults
5,1,1,#6,4,7,5,cymbal,watermelon,tennis,5,20220711,35,F,0,0,0,1,0,0,1,0,0,1,adults
5,1,1,#9,6,9,6,flute,pizza,badminton,5,20220711,35,F,0,0,0,0,0,1,0,0,1,2,adults
5,1,1,#9,6,7,7,basketball,acoustic guitar,corn,5,20220711,35,F,0,0,0,0,0,1,1,0,0,2,adults
5,1,1,#9,0,9,8,ice cream,tambourine,,5,20220711,35,F,0,0,0,0,0,0,0,0,1,2,adults
5,1,1,#6,5,7,9,meat,handbell,trumpet,5,20220711,35,F,0,0,0,0,1,0,1,0,0,1,adults
5,1,1,#6,6,8,10,chiffon cake,tuba,cap,5,20220711,35,F,0,0,0,0,0,1,0,1,0,1,adults
5,1,1,#6,6,9,11,cheerleader,orange,saxophone,5,20220711,35,F,0,0,0,0,0,1,0,0,1,1,adults
5,1,1,#9,0,6,12,baseball,melon soda float,,5,20220711,35,F,0,0,0,0,0,1,0,0,0,2,adults
5,2,1,#9,0,7,1,melon soda float,umbrella,,5,20220711,35,F,0,0,0,0,0,0,1,0,0,2,adults
5,2,1,#9,5,8,2,handbell,corn,basketball,5,20220711,35,F,0,0,0,0,1,0,0,1,0,2,adults
5,2,1,#9,5,7,3,tuba,soccer ball,chiffon cake,5,20220711,35,F,0,0,0,0,1,0,1,0,0,2,adults
5,2,1,#6,4,8,4,popper,watermelon,trumpet,5,20220711,35,F,0,0,0,1,0,0,0,1,0,2,adults
5,2,1,#9,4,8,5,pizza,badminton,tambourine,5,20220711,35,F,0,0,0,1,0,0,0,1,0,2,adults
5,2,1,#9,4,7,6,cheerleader,orange,tennis,5,20220711,35,F,0,0,0,1,0,0,1,0,0,2,adults
5,2,1,#6,5,9,7,electric guitar,chocolate parfait,cap,5,20220711,35,F,0,0,0,0,1,0,0,0,1,1,adults
5,2,1,#9,0,8,8,cymbal,hamburger,,5,20220711,35,F,0,0,0,0,0,0,0,1,0,2,adults
5,2,1,#6,6,7,9,ice cream,flute,baseball,5,20220711,35,F,0,0,0,0,0,1,1,0,0,1,adults
5,2,1,#6,5,8,10,balloon,violin,meat,5,20220711,35,F,0,0,0,0,1,0,0,1,0,2,adults
5,2,1,#9,6,8,11,keyboard harmonica,table tennis,crepe,5,20220711,35,F,0,0,0,0,0,1,0,1,0,2,adults
5,2,1,#9,0,5,12,pop corn,saxophone,,5,20220711,35,F,0,0,0,0,1,0,0,0,0,2,adults
6,1,1,#9,4,9,1,popper,violin,hamburger,6,20220712,22,F,0,0,0,1,0,0,0,0,1,2,adults
6,1,1,#9,0,9,2,ice cream,tambourine,,6,20220712,22,F,0,0,0,0,0,0,0,0,1,2,adults
6,1,1,#9,6,7,3,basketball,acoustic guitar,corn,6,20220712,22,F,0,0,0,0,0,1,1,0,0,2,adults
6,1,1,#6,4,9,4,electric guitar,chocolate parfait,umbrella,6,20220712,22,F,0,0,0,1,0,0,0,0,1,1,adults
6,1,1,#9,0,4,5,balloon,pop corn,,6,20220712,22,F,0,0,0,1,0,0,0,0,0,2,adults
6,1,1,#9,6,9,6,flute,pizza,badminton,6,20220712,22,F,0,0,0,0,0,1,0,0,1,2,adults
6,1,1,#6,6,9,7,cheerleader,orange,saxophone,6,20220712,22,F,0,0,0,0,0,1,0,0,1,1,adults
6,1,1,#6,6,8,8,chiffon cake,tuba,cap,6,20220712,22,F,0,0,0,0,0,1,0,1,0,1,adults
6,1,1,#6,4,7,9,cymbal,watermelon,tennis,6,20220712,22,F,0,0,0,1,0,0,1,0,0,1,adults
6,1,1,#9,0,6,10,baseball,melon soda float,,6,20220712,22,F,0,0,0,0,0,1,0,0,0,2,adults
6,1,1,#6,5,7,11,meat,handbell,trumpet,6,20220712,22,F,0,0,0,0,1,0,1,0,0,1,adults
6,1,1,#9,5,9,12,table tennis,keyboard harmonica,crepe,6,20220712,22,F,0,0,0,0,1,0,0,0,1,2,adults
6,2,1,#9,5,7,1,tuba,soccer ball,chiffon cake,6,20220712,22,F,0,0,0,0,1,0,1,0,0,2,adults
6,2,1,#9,0,5,2,pop corn,saxophone,,6,20220712,22,F,0,0,0,0,1,0,0,0,0,2,adults
6,2,1,#9,4,8,3,pizza,badminton,tambourine,6,20220712,22,F,0,0,0,1,0,0,0,1,0,2,adults
6,2,1,#6,5,8,4,balloon,violin,meat,6,20220712,22,F,0,0,0,0,1,0,0,1,0,1,adults
6,2,1,#9,0,7,5,melon soda float,umbrella,,6,20220712,22,F,0,0,0,0,0,0,1,0,0,2,adults
6,2,1,#6,4,8,6,popper,watermelon,trumpet,6,20220712,22,F,0,0,0,1,0,0,0,1,0,1,adults
6,2,1,#6,6,7,7,ice cream,flute,baseball,6,20220712,22,F,0,0,0,0,0,1,0,0,0,1,adults
6,2,1,#9,0,8,8,cymbal,hamburger,,6,20220712,22,F,0,0,0,0,0,0,0,1,0,2,adults
6,2,1,#6,5,9,9,electric guitar,chocolate parfait,cap,6,20220712,22,F,0,0,0,0,1,0,0,0,0,1,adults
6,2,1,#9,5,8,10,handbell,corn,basketball,6,20220712,22,F,0,0,0,0,1,0,0,1,0,2,adults
6,2,1,#9,6,8,11,keyboard harmonica,table tennis,crepe,6,20220712,22,F,0,0,0,0,0,1,0,1,0,2,adults
6,2,1,#9,4,7,12,cheerleader,orange,tennis,6,20220712,22,F,0,0,0,1,0,0,1,0,0,2,adults
7,1,1,#9,0,9,1,ice cream,tambourine,,7,20220713,23,M,0,0,0,0,0,0,0,0,1,2,adults
7,1,1,#9,4,9,2,popper,violin,hamburger,7,20220713,23,M,0,0,0,0,0,0,0,0,1,2,adults
7,1,1,#6,6,8,3,chiffon cake,tuba,cap,7,20220713,23,M,0,0,0,0,1,0,0,0,0,1,adults
7,1,1,#9,0,4,4,balloon,pop corn,,7,20220713,23,M,0,0,0,1,0,0,0,0,0,2,adults
7,1,1,#9,5,9,5,table tennis,keyboard harmonica,crepe,7,20220713,23,M,0,0,0,0,0,0,0,0,1,2,adults
7,1,1,#6,5,7,6,meat,handbell,trumpet,7,20220713,23,M,0,0,0,0,1,0,0,0,0,1,adults
7,1,1,#6,4,9,7,electric guitar,chocolate parfait,umbrella,7,20220713,23,M,0,0,0,1,0,0,0,0,0,1,adults
7,1,1,#9,6,7,8,basketball,acoustic guitar,corn,7,20220713,23,M,0,0,0,0,1,1,0,0,0,2,adults
7,1,1,#9,6,9,9,flute,pizza,badminton,7,20220713,23,M,0,0,0,0,0,0,0,0,1,2,adults
7,1,1,#6,6,9,10,cheerleader,orange,saxophone,7,20220713,23,M,0,0,0,0,0,1,0,0,0,1,adults
7,1,1,#9,0,6,11,baseball,melon soda float,,7,20220713,23,M,0,0,0,0,0,1,0,0,0,2,adults
7,1,1,#6,4,7,12,cymbal,watermelon,tennis,7,20220713,23,M,0,0,0,1,0,0,0,0,0,1,adults
7,2,1,#9,5,8,1,handbell,corn,basketball,7,20220713,23,M,0,0,0,0,0,0,0,1,0,2,adults
7,2,1,#9,6,8,2,keyboard harmonica,table tennis,crepe,7,20220713,23,M,0,0,0,0,0,0,0,1,0,2,adults
7,2,1,#9,0,8,3,cymbal,hamburger,,7,20220713,23,M,0,0,0,0,0,0,0,1,0,2,adults
7,2,1,#6,6,7,4,ice cream,flute,baseball,7,20220713,23,M,0,0,0,0,0,1,0,0,0,1,adults
7,2,1,#6,4,8,5,popper,watermelon,trumpet,7,20220713,23,M,0,0,0,1,0,0,0,0,0,1,adults
7,2,1,#6,5,9,6,electric guitar,chocolate parfait,cap,7,20220713,23,M,0,0,0,0,1,0,0,0,0,1,adults
7,2,1,#9,0,5,7,pop corn,saxophone,,7,20220713,23,M,0,0,0,0,1,0,0,0,0,2,adults
7,2,1,#9,5,7,8,tuba,soccer ball,chiffon cake,7,20220713,23,M,0,0,0,0,0,0,1,0,0,2,adults
7,2,1,#6,5,8,9,balloon,violin,meat,7,20220713,23,M,0,0,0,0,1,0,0,0,0,1,adults
7,2,1,#9,0,7,10,melon soda float,umbrella,,7,20220713,23,M,0,0,0,0,0,0,1,0,0,2,adults
7,2,1,#9,4,7,11,cheerleader,orange,tennis,7,20220713,23,M,0,0,0,0,0,0,1,0,0,2,adults
7,2,1,#9,4,8,12,pizza,badminton,tambourine,7,20220713,23,M,0,0,0,0,0,0,0,1,0,2,adults
8,1,1,#9,0,5,1,pop corn,saxophone,,8,20220714,28,F,1,1,1,1,1,1,1,1,1,2,adults
8,1,1,#6,5,9,2,electric guitar,chocolate parfait,cap,8,20220714,28,F,0,0,0,0,0,1,0,0,0,1,adults
8,1,1,#9,5,8,3,handbell,corn,basketball,8,20220714,28,F,0,0,0,0,0,0,0,1,0,2,adults
8,1,1,#9,6,8,4,keyboard harmonica,table tennis,crepe,8,20220714,28,F,1,1,1,1,1,1,1,1,1,2,adults
8,1,1,#6,4,8,5,popper,watermelon,trumpet,8,20220714,28,F,0,0,0,0,0,1,0,0,0,1,adults
8,1,1,#9,5,7,6,tuba,soccer ball,chiffon cake,8,20220714,28,F,1,1,1,1,1,1,1,1,1,2,adults
8,1,1,#6,5,8,7,balloon,violin,meat,8,20220714,28,F,0,0,0,0,1,0,0,0,0,1,adults
8,1,1,#9,0,7,8,melon soda float,umbrella,,8,20220714,28,F,1,1,1,1,1,1,1,1,1,2,adults
8,1,1,#9,4,7,9,cheerleader,orange,tennis,8,20220714,28,F,1,1,1,1,1,1,1,1,1,2,adults
8,1,1,#6,6,7,10,ice cream,flute,baseball,8,20220714,28,F,0,0,0,0,0,1,0,0,0,1,adults
8,1,1,#9,0,8,11,cymbal,hamburger,,8,20220714,28,F,0,0,0,0,0,0,0,1,0,2,adults
8,1,1,#9,4,8,12,pizza,badminton,tambourine,8,20220714,28,F,1,1,1,1,1,1,1,1,1,2,adults
8,2,1,#6,4,9,1,electric guitar,chocolate parfait,umbrella,8,20220714,28,F,0,0,0,0,1,0,0,0,0,1,adults
8,2,1,#9,0,4,2,balloon,pop corn,,8,20220714,28,F,1,1,1,1,1,1,1,1,1,2,adults
8,2,1,#6,6,8,3,chiffon cake,tuba,cap,8,20220714,28,F,0,0,0,0,0,1,0,0,0,1,adults
8,2,1,#9,6,7,4,basketball,acoustic guitar,corn,8,20220714,28,F,1,1,1,1,1,1,1,1,1,2,adults
8,2,1,#9,6,9,5,flute,pizza,badminton,8,20220714,28,F,0,0,0,0,0,0,0,0,1,2,adults
8,2,1,#6,4,7,6,cymbal,watermelon,tennis,8,20220714,28,F,0,0,0,0,0,1,0,0,0,1,adults
8,2,1,#9,0,9,7,ice cream,tambourine,,8,20220714,28,F,0,0,0,0,0,0,0,0,1,2,adults
8,2,1,#6,6,9,8,cheerleader,orange,saxophone,8,20220714,28,F,0,0,0,0,0,1,0,0,0,1,adults
8,2,1,#9,5,9,9,table tennis,keyboard harmonica,crepe,8,20220714,28,F,0,0,0,0,0,0,0,0,1,2,adults
8,2,1,#6,5,7,10,meat,handbell,trumpet,8,20220714,28,F,0,0,0,0,1,0,0,0,0,1,adults
8,2,1,#9,0,6,11,baseball,melon soda float,,8,20220714,28,F,1,1,1,1,1,1,1,1,1,2,adults
8,2,1,#9,4,9,12,popper,violin,hamburger,8,20220714,28,F,0,0,0,0,0,0,0,0,1,2,adults
9,1,1,#9,0,8,1,cymbal,hamburger,,9,20220714,21,M,0,0,0,0,0,0,0,1,0,2,adults
9,1,1,#6,5,9,2,electric guitar,chocolate parfait,cap,9,20220714,21,M,0,0,0,0,1,0,0,0,0,1,adults
9,1,1,#9,5,8,3,handbell,corn,basketball,9,20220714,21,M,0,0,0,0,0,0,0,1,0,2,adults
9,1,1,#9,0,7,4,melon soda float,umbrella,,9,20220714,21,M,0,0,0,0,0,0,1,0,0,2,adults
9,1,1,#6,5,8,5,balloon,violin,meat,9,20220714,21,M,0,0,0,0,1,0,0,0,0,1,adults
9,1,1,#6,6,7,6,ice cream,flute,baseball,9,20220714,21,M,0,0,0,0,0,1,0,0,0,1,adults
9,1,1,#9,0,5,7,pop corn,saxophone,,9,20220714,21,M,0,0,0,0,1,0,0,0,0,2,adults
9,1,1,#9,5,7,8,tuba,soccer ball,chiffon cake,9,20220714,21,M,0,0,0,0,1,0,1,0,0,2,adults
9,1,1,#6,4,8,9,popper,watermelon,trumpet,9,20220714,21,M,0,0,0,0,1,1,0,0,0,1,adults
9,1,1,#9,4,8,10,pizza,badminton,tambourine,9,20220714,21,M,0,0,0,0,0,0,0,1,0,2,adults
9,1,1,#9,4,7,11,cheerleader,orange,tennis,9,20220714,21,M,0,0,0,0,0,0,1,0,0,2,adults
9,1,1,#9,6,8,12,keyboard harmonica,table tennis,crepe,9,20220714,21,M,0,0,0,0,0,1,0,1,0,2,adults
9,2,1,#9,6,9,1,flute,pizza,badminton,9,20220714,21,M,0,0,0,0,0,0,0,0,1,2,adults
9,2,1,#9,0,4,2,balloon,pop corn,,9,20220714,21,M,0,0,0,1,0,0,0,0,0,2,adults
9,2,1,#6,4,9,3,electric guitar,chocolate parfait,umbrella,9,20220714,21,M,0,0,0,0,1,1,0,0,0,1,adults
9,2,1,#6,6,9,4,cheerleader,orange,saxophone,9,20220714,21,M,0,0,0,0,0,1,0,0,0,1,adults
9,2,1,#9,0,6,5,baseball,melon soda float,,9,20220714,21,M,0,0,0,0,0,0,1,1,1,2,adults
9,2,1,#9,4,9,6,popper,violin,hamburger,9,20220714,21,M,0,0,0,0,0,0,0,0,1,2,adults
9,2,1,#6,6,8,7,chiffon cake,tuba,cap,9,20220714,21,M,0,0,0,0,0,1,0,0,0,1,adults
9,2,1,#6,4,7,8,cymbal,watermelon,tennis,9,20220714,21,M,0,0,0,0,0,0,1,0,0,1,adults
9,2,1,#9,0,9,9,ice cream,tambourine,,9,20220714,21,M,0,0,0,0,0,0,0,0,1,2,adults
9,2,1,#6,5,7,10,meat,handbell,trumpet,9,20220714,21,M,0,0,0,0,1,0,0,0,0,1,adults
9,2,1,#9,5,9,11,table tennis,keyboard harmonica,crepe,9,20220714,21,M,0,0,0,0,0,0,0,0,1,2,adults
9,2,1,#9,6,7,12,basketball,acoustic guitar,corn,9,20220714,21,M,0,0,0,0,0,1,1,0,0,2,adults
10,1,1,#9,4,8,1,pizza,badminton,tambourine,10,20220714,24,M,1,1,1,1,1,1,1,1,1,2,adults
10,1,1,#6,4,8,2,popper,watermelon,trumpet,10,20220714,24,M,0,0,0,1,0,0,0,0,0,1,adults
10,1,1,#9,0,7,3,melon soda float,umbrella,,10,20220714,24,M,0,0,0,0,0,0,1,0,0,2,adults
10,1,1,#6,5,8,4,balloon,violin,meat,10,20220714,24,M,0,0,0,0,1,0,0,0,0,1,adults
10,1,1,#9,6,8,5,keyboard harmonica,table tennis,crepe,10,20220714,24,M,0,0,0,0,0,1,0,1,0,2,adults
10,1,1,#9,5,8,6,handbell,corn,basketball,10,20220714,24,M,0,0,0,0,1,0,0,1,0,2,adults
10,1,1,#6,6,7,7,ice cream,flute,baseball,10,20220714,24,M,0,0,0,0,0,1,0,0,0,1,adults
10,1,1,#9,4,7,8,cheerleader,orange,tennis,10,20220714,24,M,0,0,0,0,0,0,1,0,0,2,adults
10,1,1,#9,5,7,9,tuba,soccer ball,chiffon cake,10,20220714,24,M,0,0,0,0,1,0,1,0,0,2,adults
